Gene Identifier,Gene Symbol,Allele,Strain Identifier,Temp,Vph1_Num_cells_GW,Vph1_Num_wells_GW,Vph1_penetrance_GW,Vph1_class E_GW,Vph1_class G_GW,Vph1_enlarged_GW,Vph1_fragmented_GW,Vph1_multilobed_GW,Vph1_V-ATPase defect_GW,Vph1_WT_GW,Vph1_none_GW,Snf7_Num_cells_GW,Snf7_Num_wells_GW,Snf7_penetrance_GW,Snf7_condensed_GW,Snf7_fragmented_GW,Snf7_membrane_GW,Snf7_WT_GW,Snf7_none_GW,Sla1_Num_cells_GW,Sla1_Num_wells_GW,Sla1_penetrance_GW,Sla1_aggregate_GW,Sla1_decreased patch number_GW,Sla1_depolarized patches_GW,Sla1_increased patch number_GW,Sla1_WT_GW,Sla1_none_GW,Sac6_Num_cells_GW,Sac6_Num_wells_GW,Sac6_penetrance_GW,Sac6_aggregate_GW,Sac6_bright patches_GW,Sac6_decreased patch number_GW,Sac6_depolarized patches_GW,Sac6_WT_GW,Sac6_none_GW
YLR314C,CDC3,cdc3-1,TSA885,RT,116,1,14.7,0.043,0,0.009,0.034,0.06,0,0.853,0,,,,,,,,,,,,,,,,,,,,,,,,,,
YDL029W,ARP2,arp2-14,TSA886,37,,,,,,,,,,,,,,,,,,,,39,1,94.9,0.026,0,0,0.923,0.051,0,36,1,55.6,0.056,0.028,0.139,0.333,0.444,0
YDL029W,ARP2,arp2-14,TSA886,RT,,,,,,,,,,,,,,,,,,,,16,1,18.8,0,0.063,0,0.125,0.813,0,15,1,20,0.067,0,0.067,0.067,0.8,0
YBR087W,RFC5,rfc5-1,TSA887,37,,,,,,,,,,,,,,,,,,,,71,1,26.8,0.028,0.042,0.085,0.113,0.732,0,67,1,22.4,0.015,0.045,0.03,0.134,0.776,0
YBR087W,RFC5,rfc5-1,TSA887,RT,,,,,,,,,,,,,,,,,,,,69,1,13,0.043,0.043,0,0.043,0.87,0,69,1,27.5,0.029,0.058,0.058,0.13,0.725,0
YIL062C,ARC15,arc15-10,TSA888,37,,,,,,,,,,,,,,,,,,,,13,1,46.2,0,0.385,0.077,0,0.538,0,14,1,42.9,0,0.071,0.071,0.286,0.571,0
YIL062C,ARC15,arc15-10,TSA888,RT,,,,,,,,,,,,,,,,,,,,35,1,31.4,0.029,0.057,0.057,0.171,0.686,0,38,1,28.9,0,0,0.053,0.237,0.711,0
YBL084C,CDC27,cdc27-1,TSA89,37,356,1,19.9,0.022,0.017,0.003,0.067,0.09,0,0.801,0,188,1,24.5,0.101,0.085,0.021,0.755,0.037,117,1,17.1,0.026,0.111,0.026,0.009,0.829,0,114,1,7.9,0,0.009,0.018,0.053,0.921,0
YBL084C,CDC27,cdc27-1,TSA89,RT,216,1,18.1,0.032,0.005,0,0.079,0.046,0.019,0.819,0,112,1,39.3,0.098,0.161,0.036,0.607,0.098,71,1,14.1,0.042,0.056,0,0.042,0.859,0,76,1,19.7,0.013,0.013,0.105,0.066,0.803,0
YDR196C,CAB5,cab5-1,TSA890,37,,,,,,,,,,,,,,,,,,,,106,1,24.5,0.047,0.066,0.057,0.075,0.755,0,85,1,27.1,0.059,0.035,0,0.176,0.729,0
YDR196C,CAB5,cab5-1,TSA890,RT,,,,,,,,,,,,,,,,,,,,48,1,25,0,0.104,0.104,0.042,0.75,0,45,1,28.9,0.044,0.044,0,0.2,0.711,0
YKL189W,HYM1,hym1-15,TSA892,37,126,1,15.1,0.016,0.016,0.024,0.024,0.016,0.056,0.849,0,,,,,,,,,133,1,17.3,0.038,0.06,0.038,0.038,0.827,0,132,1,22,0.023,0.03,0.038,0.121,0.78,0.008
YKL189W,HYM1,hym1-15,TSA892,RT,158,1,20.3,0.019,0.019,0.019,0.051,0.082,0.013,0.797,0,,,,,,,,,37,1,16.2,0.054,0.027,0.054,0,0.838,0.027,43,1,14,0.023,0,0.047,0.07,0.86,0
YKL018W,SWD2,swd2-1,TSA893,37,156,1,20.5,0.032,0,0.026,0.019,0.122,0.006,0.795,0,,,,,,,,,121,1,23.1,0.05,0.132,0.025,0.008,0.769,0.017,94,1,20.2,0.053,0.011,0.043,0.085,0.798,0.011
YKL018W,SWD2,swd2-1,TSA893,RT,234,1,17.5,0.009,0.004,0.021,0.064,0.051,0.026,0.825,0,,,,,,,,,105,1,19,0.076,0.029,0.019,0.038,0.81,0.029,97,1,30.9,0.103,0.052,0.01,0.134,0.691,0.01
YJR065C,ARP3,arp3-31,TSA894,37,73,1,19.2,0,0,0.082,0.068,0.027,0.014,0.808,0,100,1,27,0.07,0.12,0.04,0.73,0.04,237,1,26.6,0.059,0.004,0.089,0.11,0.734,0.004,221,1,36.2,0.032,0.077,0.018,0.226,0.638,0.009
YJR065C,ARP3,arp3-31,TSA894,RT,198,1,17.2,0.025,0,0.02,0.071,0.045,0.01,0.828,0,107,1,25.2,0.15,0.028,0.037,0.748,0.037,126,1,11.9,0.04,0.04,0.016,0.024,0.881,0,123,1,13.8,0.041,0.033,0.016,0.041,0.862,0.008
YGR002C,SWC4,swc4-4,TSA895,37,267,1,37.5,0.011,0,0.139,0.146,0.071,0.007,0.625,0,,,,,,,,,125,1,10.4,0.024,0.04,0.016,0.016,0.896,0.008,107,1,13.1,0.019,0.065,0,0.047,0.869,0
YGR002C,SWC4,swc4-4,TSA895,RT,357,1,36.7,0.017,0.011,0.185,0.09,0.042,0.017,0.633,0.006,,,,,,,,,95,1,8.4,0.011,0.011,0.042,0.021,0.916,0,72,1,27.8,0.056,0.042,0.014,0.153,0.722,0.014
YJL097W,PHS1,phs1-1,TSA896,37,285,1,22.5,0.014,0.004,0.018,0.035,0.074,0.081,0.775,0,,,,,,,,,122,1,15.6,0.057,0.025,0.041,0.033,0.844,0,119,1,18.5,0.042,0.025,0.008,0.101,0.815,0.008
YJL097W,PHS1,phs1-1,TSA896,RT,226,1,23,0.018,0,0.027,0.093,0.084,0.009,0.77,0,,,,,,,,,91,1,20.9,0.022,0.066,0.055,0.066,0.791,0,86,1,20.9,0.012,0.012,0.035,0.14,0.791,0.012
YNL102W,POL1,pol1-12,TSA897,37,269,1,12.6,0.03,0.007,0.011,0.045,0.026,0.007,0.874,0,,,,,,,,,35,1,25.7,0,0.029,0.143,0.057,0.743,0.029,37,1,35.1,0,0.081,0.054,0.189,0.649,0.027
YNL102W,POL1,pol1-12,TSA897,RT,97,1,18.6,0.01,0,0.082,0.062,0,0.031,0.814,0,,,,,,,,,37,1,27,0.081,0.108,0.027,0.054,0.73,0,34,1,23.5,0,0,0.059,0.147,0.765,0.029
YGL116W,CDC20,cdc20-1,TSA898,37,,,,,,,,,,,,,,,,,,,,66,1,57.6,0,0.121,0.455,0,0.424,0,65,1,75.4,0.015,0,0.231,0.508,0.246,0
YGL116W,CDC20,cdc20-1,TSA898,RT,,,,,,,,,,,,,,,,,,,,68,1,25,0.029,0.162,0.059,0,0.75,0,66,1,22.7,0,0.015,0.121,0.091,0.773,0
YCR002C,CDC10,cdc10-5,TSA899,37,42,1,54.8,0.048,0,0.024,0.071,0.357,0.048,0.452,0,147,3,44.9,0.184,0.129,0.088,0.551,0.048,,,,,,,,,,,,,,,,,,
YCR002C,CDC10,cdc10-5,TSA899,RT,61,2,49.2,0.049,0.066,0.033,0.098,0.213,0.016,0.508,0.016,123,3,34.1,0.114,0.081,0.106,0.659,0.041,38,1,23.7,0.026,0.053,0.105,0.053,0.763,0,32,1,25,0.063,0.031,0.031,0.125,0.75,0
YBL084C,CDC27,cdc27-2,TSA90,37,55,1,20,0.036,0,0,0.018,0.127,0.018,0.8,0,141,1,26.2,0.234,0.007,0.007,0.738,0.014,178,1,20.2,0.028,0.011,0.079,0.084,0.798,0,123,1,22,0.008,0.041,0,0.163,0.78,0.008
YBL084C,CDC27,cdc27-2,TSA90,RT,293,1,16.7,0.027,0.003,0.027,0.068,0.017,0.024,0.833,0,113,1,21.2,0.08,0.088,0.035,0.788,0.009,99,1,13.1,0.03,0.081,0.01,0.01,0.869,0,72,1,23.6,0.028,0.069,0.042,0.083,0.764,0.014
YPR181C,SEC23,sec23-1,TSA900,37,301,2,22.6,0.023,0.09,0.017,0.03,0.066,0,0.774,0,131,2,62.6,0.122,0.405,0.031,0.374,0.069,41,1,95.1,0.073,0.854,0.024,0,0.049,0,41,1,95.1,0.049,0.024,0.488,0.39,0.049,0
YPR181C,SEC23,sec23-1,TSA900,RT,139,2,10.1,0.022,0.007,0.036,0.007,0.022,0.007,0.899,0,173,2,30.6,0.133,0.092,0.029,0.694,0.052,32,1,21.9,0.094,0.094,0.031,0,0.781,0,30,1,26.7,0,0.1,0.033,0.133,0.733,0
YNL222W,SSU72,ssu72-2,TSA902,37,,,,,,,,,,,,,,,,,,,,114,1,21.9,0.061,0.053,0.035,0.061,0.781,0.009,102,1,19.6,0.02,0.069,0.039,0.069,0.804,0
YNL222W,SSU72,ssu72-2,TSA902,RT,76,1,19.7,0.013,0.013,0.053,0.053,0.066,0,0.803,0,,,,,,,,,59,1,18.6,0.034,0.085,0.051,0,0.814,0.017,51,1,15.7,0,0.078,0.02,0.059,0.843,0
YDR208W,MSS4,mss4-102,TSA903,37,164,2,58.5,0.012,0.006,0.177,0.067,0.213,0.104,0.415,0.006,93,1,74.2,0.29,0.204,0.129,0.258,0.118,17,1,41.2,0,0.118,0.059,0.235,0.588,0,15,1,80,0,0.267,0,0.533,0.2,0
YDR208W,MSS4,mss4-102,TSA903,RT,365,2,25.8,0.044,0.003,0.058,0.068,0.079,0.005,0.742,0,170,1,45.3,0.2,0.141,0.059,0.547,0.053,39,1,7.7,0,0,0.026,0.051,0.923,0,38,1,31.6,0.053,0.026,0.105,0.105,0.684,0.026
YFL039C,ACT1,act1-108,TSA904,37,104,2,57.7,0.019,0,0.048,0.029,0.394,0.087,0.423,0,49,1,32.7,0.224,0.082,0.02,0.673,0,42,2,92.9,0,0,0.024,0.905,0.071,0,11,1,100,0,0,0.909,0.091,0,0
YFL039C,ACT1,act1-108,TSA904,RT,137,2,18.2,0.007,0.007,0.088,0.007,0.066,0.007,0.818,0,71,1,32.4,0.169,0.085,0.028,0.676,0.042,21,2,19,0.048,0,0.048,0.095,0.81,0,11,1,36.4,0,0,0,0.364,0.636,0
YOR335C,ALA1,ala1-1,TSA905,37,,,,,,,,,,,,,,,,,,,,13,1,53.8,0,0.231,0.308,0,0.462,0,14,1,57.1,0,0.286,0,0.214,0.429,0.071
YOR335C,ALA1,ala1-1,TSA905,RT,,,,,,,,,,,,,,,,,,,,58,1,19,0.069,0.034,0,0.086,0.81,0,52,1,28.8,0,0.212,0.019,0.038,0.712,0.019
YGL048C,RPT6,rpt6-1,TSA906,37,54,1,27.8,0.019,0,0.074,0.074,0.093,0.019,0.722,0,,,,,,,,,203,2,21.7,0.01,0.167,0.039,0,0.783,0,30,1,53.3,0.133,0.1,0.1,0.167,0.467,0.033
YGL048C,RPT6,rpt6-1,TSA906,RT,110,1,19.1,0.018,0,0.082,0.055,0.018,0.018,0.809,0,,,,,,,,,139,2,9.4,0.007,0.043,0.022,0.014,0.906,0.007,35,1,40,0.171,0,0.029,0.2,0.6,0
YGL048C,RPT6,rpt6-20,TSA907,37,,,,,,,,,,,,,,,,,,,,29,1,41.4,0,0.138,0.207,0.034,0.586,0.034,27,1,55.6,0.074,0.037,0.111,0.333,0.444,0
YGL048C,RPT6,rpt6-20,TSA907,RT,,,,,,,,,,,,,,,,,,,,22,1,22.7,0,0.091,0.091,0,0.773,0.045,20,1,45,0.05,0,0.15,0.25,0.55,0
YLR071C,RGR1,rgr1-100,TSA908,37,520,1,30.8,0.056,0.037,0.023,0.031,0.16,0.002,0.692,0,,,,,,,,,,,,,,,,,,,,,,,,,,
YLR071C,RGR1,rgr1-100,TSA908,RT,268,1,29.1,0.049,0.082,0.015,0.067,0.075,0,0.709,0.004,,,,,,,,,,,,,,,,,,,,,,,,,,
YFL039C,ACT1,act1-105,TSA909,37,405,4,77.5,0.032,0,0.069,0.089,0.484,0.101,0.225,0,321,3,51.1,0.199,0.187,0.075,0.489,0.05,62,2,82.3,0,0.145,0.387,0.274,0.177,0.016,20,1,50,0,0,0.35,0.15,0.5,0
YFL039C,ACT1,act1-105,TSA909,RT,577,4,42.8,0.023,0.002,0.13,0.05,0.203,0.021,0.572,0,332,3,52.7,0.256,0.123,0.084,0.473,0.063,95,2,41.1,0.042,0.337,0.011,0.021,0.589,0,44,1,11.4,0,0.023,0,0.091,0.886,0
YBR196C,PGI1,pgi1-2,TSA91,37,177,1,22,0.017,0.011,0.011,0.034,0.113,0.034,0.78,0,445,2,27.4,0.121,0.049,0.052,0.726,0.052,108,1,27.8,0.056,0,0.13,0.083,0.722,0.009,102,1,44.1,0.039,0.059,0.039,0.304,0.559,0
YBR196C,PGI1,pgi1-2,TSA91,RT,361,2,15.2,0.017,0.008,0.014,0.03,0.058,0.025,0.848,0,283,2,31.8,0.177,0.064,0.028,0.682,0.049,78,1,17.9,0.038,0.051,0.013,0.064,0.821,0.013,78,1,21.8,0.064,0.013,0.051,0.09,0.782,0
YFL039C,ACT1,act1-159,TSA910,37,235,1,18.3,0.021,0.009,0.017,0.021,0.106,0.009,0.817,0,126,2,59.5,0.357,0.095,0.095,0.405,0.048,36,2,52.8,0.083,0.083,0,0.361,0.472,0,10,1,100,0,0.7,0,0.3,0,0
YFL039C,ACT1,act1-159,TSA910,RT,275,3,15.6,0.018,0.004,0.011,0.033,0.08,0.011,0.844,0,99,3,40.4,0.182,0.101,0.081,0.596,0.04,26,2,53.8,0,0.077,0,0.462,0.462,0,10,1,90,0.1,0.6,0,0.2,0.1,0
YFL039C,ACT1,act1-121,TSA911,37,90,1,43.3,0,0,0.178,0.044,0.178,0.033,0.567,0,,,,,,,,,80,1,85,0.025,0,0,0.825,0.15,0,,,,,,,,,
YFL039C,ACT1,act1-121,TSA911,RT,90,1,30,0.056,0,0.089,0.056,0.078,0.022,0.7,0,,,,,,,,,74,1,82.4,0.054,0,0,0.757,0.176,0.014,,,,,,,,,
YOR181W,LAS17,las17-1,TSA912,37,373,2,29.8,0.021,0,0.051,0.011,0.185,0.027,0.702,0.003,374,2,27.3,0.075,0.11,0.043,0.727,0.045,,,,,,,,,,,,,,,,,,
YOR181W,LAS17,las17-1,TSA912,RT,217,2,16.1,0.005,0.005,0.014,0.041,0.069,0.028,0.839,0,304,1,27.3,0.095,0.049,0.049,0.727,0.079,,,,,,,,,,,,,,,,,,
YOR048C,RAT1,rat1-1,TSA914,37,423,4,43.3,0.08,0.019,0.019,0.085,0.199,0.031,0.567,0,502,3,73.3,0.04,0.584,0.054,0.267,0.056,314,3,76.8,0.204,0.01,0.029,0.519,0.232,0.006,34,1,85.3,0,0.059,0.088,0.676,0.147,0.029
YOR048C,RAT1,rat1-1,TSA914,RT,513,4,23.6,0.039,0.004,0.021,0.047,0.109,0.014,0.764,0.002,585,3,28,0.104,0.092,0.032,0.72,0.051,611,3,26.8,0.064,0.095,0.028,0.072,0.732,0.01,83,1,15.7,0.036,0.024,0.024,0.072,0.843,0
YPR103W,PRE2,pre2-1,TSA915,37,223,1,30.5,0.018,0,0.17,0.04,0.063,0.013,0.695,0,,,,,,,,,110,1,18.2,0.027,0.027,0.082,0.045,0.818,0,106,1,30.2,0.028,0.028,0.019,0.226,0.698,0
YPR103W,PRE2,pre2-1,TSA915,RT,286,1,23.4,0.014,0.003,0.052,0.049,0.08,0.035,0.766,0,,,,,,,,,90,1,6.7,0.033,0.033,0,0,0.933,0,78,1,32.1,0.051,0.064,0.077,0.128,0.679,0
YPR103W,PRE2,pre2-127,TSA916,37,165,1,24.2,0.055,0,0.097,0.055,0.024,0.012,0.758,0,,,,,,,,,99,1,18.2,0.04,0.01,0.061,0.04,0.818,0.03,94,1,34,0.064,0.053,0.032,0.181,0.66,0.011
YPR103W,PRE2,pre2-127,TSA916,RT,49,1,42.9,0.061,0,0.122,0.122,0.102,0.02,0.571,0,,,,,,,,,73,1,9.6,0.041,0.027,0.014,0,0.904,0.014,64,1,18.8,0.016,0.031,0.047,0.094,0.813,0
YPR103W,PRE2,pre2-2,TSA917,37,218,1,17.4,0.032,0.005,0.041,0.037,0.041,0.018,0.826,0,,,,,,,,,68,1,19.1,0.029,0.044,0.059,0.059,0.809,0,77,1,33.8,0.091,0.026,0.065,0.156,0.662,0
YPR103W,PRE2,pre2-2,TSA917,RT,166,1,22.3,0.018,0.018,0.084,0.06,0.036,0.006,0.777,0,,,,,,,,,60,1,3.3,0,0,0,0.033,0.967,0,50,1,20,0.06,0.04,0.02,0.08,0.8,0
YPR103W,PRE2,pre2-75,TSA918,37,106,1,32.1,0.066,0,0.123,0.075,0.028,0.028,0.679,0,,,,,,,,,60,1,25,0.05,0,0.067,0.133,0.75,0,58,1,22.4,0,0.017,0,0.19,0.776,0.017
YPR103W,PRE2,pre2-75,TSA918,RT,58,1,32.8,0.017,0,0.103,0.155,0.034,0.017,0.672,0,,,,,,,,,26,1,7.7,0.038,0,0,0.038,0.923,0,22,1,13.6,0.091,0,0,0.045,0.864,0
YDL207W,GLE1,gle1-2,TSA919,37,61,1,26.2,0.049,0.016,0,0.082,0.115,0,0.738,0,,,,,,,,,67,1,9,0.03,0.015,0.03,0.015,0.91,0,63,1,20.6,0,0.016,0.079,0.095,0.794,0.016
YDL207W,GLE1,gle1-2,TSA919,RT,101,1,20.8,0.01,0,0.059,0.099,0.03,0.01,0.792,0,,,,,,,,,40,1,15,0.025,0.125,0,0,0.85,0,43,1,25.6,0,0.093,0.07,0.093,0.744,0
YDR054C,CDC34,cdc34-1,TSA92,37,314,1,31.8,0.045,0.01,0.029,0.115,0.102,0.016,0.682,0.003,,,,,,,,,24,1,50,0.167,0.292,0,0.042,0.5,0,21,1,52.4,0.048,0.143,0.286,0.048,0.476,0
YDR054C,CDC34,cdc34-1,TSA92,RT,93,1,23.7,0.022,0,0.011,0.065,0.108,0.032,0.763,0,,,,,,,,,,,,,,,,,,,,,,,,,,
YDL207W,GLE1,gle1-4,TSA920,37,68,1,39.7,0.015,0.015,0.191,0.088,0.074,0.015,0.603,0,,,,,,,,,97,1,36.1,0.052,0.041,0.175,0.072,0.639,0.021,93,1,62.4,0,0.333,0.022,0.215,0.376,0.054
YDL207W,GLE1,gle1-4,TSA920,RT,176,1,25.6,0.057,0.023,0.051,0.051,0.04,0.034,0.744,0,,,,,,,,,69,1,17.4,0.043,0.029,0.072,0.029,0.826,0,64,1,42.2,0.078,0.172,0.016,0.156,0.578,0
YPR103W,PRE2,pre2-v214a,TSA921,37,206,1,15.5,0.01,0,0.049,0.044,0.034,0.019,0.845,0,,,,,,,,,30,1,16.7,0.1,0,0.033,0.033,0.833,0,31,1,32.3,0.065,0,0.065,0.194,0.677,0
YPR103W,PRE2,pre2-v214a,TSA921,RT,159,1,27,0.038,0.013,0.107,0.057,0.025,0.031,0.73,0,,,,,,,,,38,1,5.3,0.026,0,0,0.026,0.947,0,39,1,25.6,0.103,0,0.026,0.103,0.744,0.026
YPL160W,CDC60,cdc60-ts,TSA922,37,245,2,44.9,0.131,0,0.163,0.065,0.061,0.029,0.551,0,481,3,25.6,0.069,0.085,0.06,0.744,0.042,50,1,48,0.08,0.08,0.18,0.12,0.52,0.02,47,1,53.2,0,0.149,0,0.383,0.468,0
YPL160W,CDC60,cdc60-ts,TSA922,RT,466,3,18.9,0.03,0.006,0.03,0.026,0.094,0.002,0.811,0,365,3,32.9,0.192,0.071,0.03,0.671,0.036,38,1,21.1,0.079,0.079,0.026,0.026,0.789,0,37,1,18.9,0,0.108,0.054,0.027,0.811,0
YBR135W,CKS1,cks1-35,TSA923,37,184,2,41.3,0.016,0.011,0.141,0.087,0.125,0.033,0.587,0,,,,,,,,,200,3,68,0.015,0.42,0.19,0.05,0.32,0.005,,,,,,,,,
YBR135W,CKS1,cks1-35,TSA923,RT,21,2,95.2,0.048,0,0.143,0.095,0.667,0,0.048,0,,,,,,,,,181,3,54.7,0.039,0.331,0.105,0.044,0.453,0.028,,,,,,,,,
YFR028C,CDC14,cdc14-8,TSA926,37,210,1,38.1,0.043,0.029,0,0.105,0.167,0.033,0.619,0.005,199,1,43.2,0.075,0.196,0.075,0.568,0.085,127,1,14.2,0,0.063,0.063,0.008,0.858,0.008,115,1,19.1,0.052,0.026,0.061,0.043,0.809,0.009
YFR028C,CDC14,cdc14-8,TSA926,RT,242,1,24.4,0.025,0.004,0.037,0.112,0.058,0.008,0.756,0,146,1,29.5,0.11,0.13,0.034,0.705,0.021,79,1,12.7,0.025,0.076,0.025,0,0.873,0,78,1,17.9,0.026,0.013,0.064,0.077,0.821,0
YOR074C,CDC21,cdc21-1,TSA927,37,349,2,18.3,0.017,0.014,0.014,0.037,0.092,0.009,0.817,0,48,1,20.8,0.063,0.021,0.125,0.792,0,22,1,72.7,0,0.727,0,0,0.273,0,20,1,85,0,0,0.6,0.25,0.15,0
YOR074C,CDC21,cdc21-1,TSA927,RT,257,2,20.2,0.023,0.012,0.004,0.031,0.128,0.004,0.798,0,43,1,32.6,0.023,0.093,0.209,0.674,0,40,1,20,0.1,0.1,0,0,0.8,0,40,1,35,0.05,0.025,0.025,0.225,0.65,0.025
YDR510W,SMT3,smt3-331,TSA928,37,,,,,,,,,,,,60,1,43.3,0.233,0.067,0.033,0.567,0.1,71,1,39.4,0.042,0.014,0.183,0.155,0.606,0,69,1,39.1,0.058,0.029,0.029,0.275,0.609,0
YDR510W,SMT3,smt3-331,TSA928,RT,103,1,26.2,0.029,0,0.019,0.029,0.175,0.01,0.738,0,74,1,33.8,0.108,0.149,0.027,0.662,0.054,60,1,33.3,0.033,0.217,0.017,0.067,0.667,0,52,1,40.4,0.038,0.077,0.154,0.135,0.596,0
YCR093W,CDC39,cdc39-1,TSA93,37,99,2,40.4,0.04,0,0.01,0.03,0.202,0.111,0.596,0.01,200,3,66.5,0.4,0.175,0.04,0.335,0.05,41,1,51.2,0.024,0,0,0.488,0.488,0,42,1,76.2,0.024,0.071,0.262,0.405,0.238,0
YCR093W,CDC39,cdc39-1,TSA93,RT,419,3,15.8,0.012,0.002,0.043,0.038,0.055,0.007,0.842,0,183,3,38.3,0.23,0.077,0.027,0.617,0.049,46,1,19.6,0.022,0.022,0.022,0.13,0.804,0,41,1,26.8,0.098,0.024,0,0.146,0.732,0
YPR034W,ARP7,arp7-e411k,TSA930,37,125,1,16.8,0.024,0,0.048,0.048,0.032,0.016,0.832,0,,,,,,,,,35,1,25.7,0,0.143,0.114,0,0.743,0,30,1,33.3,0,0,0.167,0.167,0.667,0
YPR034W,ARP7,arp7-e411k,TSA930,RT,157,1,28.7,0.019,0.013,0.038,0.102,0.057,0.038,0.713,0.019,,,,,,,,,32,1,9.4,0.063,0,0,0.031,0.906,0,28,1,17.9,0.036,0,0.071,0.071,0.821,0
YIL126W,STH1,sth1-3,TSA931,37,344,1,27.3,0.009,0,0.23,0.012,0.015,0.009,0.727,0,,,,,,,,,77,1,31.2,0.039,0.078,0.13,0.065,0.688,0,74,1,40.5,0.041,0.041,0.027,0.297,0.595,0
YIL126W,STH1,sth1-3,TSA931,RT,329,1,30.4,0.033,0.003,0.149,0.061,0.043,0.015,0.696,0,,,,,,,,,61,1,19.7,0.098,0.049,0.016,0,0.803,0.033,44,1,25,0.045,0.114,0,0.091,0.75,0
YOR204W,DED1,ded1-f144c,TSA932,37,153,1,96.7,0.033,0,0.144,0.255,0.523,0.013,0.033,0,,,,,,,,,148,1,45.3,0.014,0.392,0.034,0,0.547,0.014,,,,,,,,,
YOR204W,DED1,ded1-f144c,TSA932,RT,146,1,74,0,0,0.185,0.226,0.274,0.048,0.26,0.007,,,,,,,,,82,1,13.4,0.049,0.061,0.012,0,0.866,0.012,,,,,,,,,
YBR143C,SUP45,sup45-ts,TSA933,37,589,2,15.4,0.027,0.005,0.051,0.031,0.034,0.007,0.846,0,416,2,32.5,0.197,0.06,0.031,0.675,0.036,444,3,67.8,0.007,0.66,0.007,0.002,0.322,0.002,105,1,18.1,0.029,0.01,0.057,0.086,0.819,0
YBR143C,SUP45,sup45-ts,TSA933,RT,253,2,24.1,0.055,0.02,0.04,0.055,0.047,0.024,0.759,0,378,2,32,0.153,0.082,0.05,0.68,0.034,274,3,37.6,0.036,0.288,0.026,0.011,0.624,0.015,98,1,8.2,0.041,0,0,0.041,0.918,0
YDL007W,RPT2,rpt2-rf,TSA934,37,283,1,25.4,0.018,0.035,0.042,0.035,0.092,0.032,0.746,0,,,,,,,,,171,1,15.2,0.041,0.064,0.018,0.023,0.848,0.006,151,1,19.2,0.033,0.053,0.033,0.066,0.808,0.007
YDL007W,RPT2,rpt2-rf,TSA934,RT,237,1,24.5,0.046,0.021,0.055,0.059,0.059,0.004,0.755,0,,,,,,,,,55,1,18.2,0.055,0.073,0.018,0.036,0.818,0,51,1,19.6,0.059,0,0.059,0.078,0.804,0
YFL034C-B,MOB2,mob2-14,TSA935,37,,,,,,,,,,,,,,,,,,,,44,1,31.8,0.023,0.182,0.068,0.045,0.682,0,,,,,,,,,
YFL034C-B,MOB2,mob2-14,TSA935,RT,,,,,,,,,,,,,,,,,,,,14,1,21.4,0.071,0.143,0,0,0.786,0,,,,,,,,,
YFL034C-B,MOB2,mob2-28,TSA936,37,357,1,33.3,0.106,0.011,0.017,0.053,0.146,0,0.667,0,128,1,38.3,0.141,0.078,0.086,0.617,0.078,107,1,27.1,0.028,0.159,0.065,0,0.729,0.019,,,,,,,,,
YFL034C-B,MOB2,mob2-28,TSA936,RT,110,1,25.5,0.064,0.009,0.036,0.045,0.091,0.009,0.745,0,110,1,47.3,0.136,0.136,0.109,0.527,0.091,47,1,17,0.085,0.021,0.043,0.021,0.83,0,,,,,,,,,
YGR099W,TEL2,tel2-15,TSA938,37,261,1,16.1,0.042,0.004,0.046,0.015,0.046,0.008,0.839,0,,,,,,,,,150,1,16,0.04,0.047,0.033,0.033,0.84,0.007,134,1,27.6,0.022,0.112,0.015,0.127,0.724,0
YGR099W,TEL2,tel2-15,TSA938,RT,180,1,12.2,0.044,0.006,0.011,0.022,0.022,0.017,0.878,0,,,,,,,,,99,1,15.2,0.03,0.071,0.01,0.03,0.848,0.01,95,1,12.6,0.032,0.032,0.032,0.021,0.874,0.011
YFL034C-B,MOB2,mob2-19,TSA939,37,295,3,43.4,0.102,0.027,0.014,0.061,0.186,0.041,0.566,0.003,105,2,36.2,0.133,0.086,0.048,0.638,0.095,209,3,41.1,0.062,0.124,0.048,0.167,0.589,0.01,,,,,,,,,
YFL034C-B,MOB2,mob2-19,TSA939,RT,248,3,35.9,0.056,0.028,0.04,0.089,0.137,0.008,0.641,0,187,2,41.2,0.112,0.144,0.075,0.588,0.08,131,3,35.9,0.061,0.046,0.076,0.16,0.641,0.015,,,,,,,,,
YGL130W,CEG1,ceg1-3,TSA94,37,107,1,21.5,0,0.009,0.047,0.047,0.056,0.056,0.785,0,131,1,48.9,0.061,0.321,0.031,0.511,0.076,33,1,69.7,0.03,0.576,0.091,0,0.303,0,36,1,63.9,0.056,0.139,0.083,0.333,0.361,0.028
YGL130W,CEG1,ceg1-3,TSA94,RT,141,1,27.7,0.028,0,0.057,0.099,0.071,0.021,0.723,0,145,1,33.8,0.166,0.103,0.021,0.662,0.048,13,1,23.1,0,0.154,0.077,0,0.769,0,12,1,41.7,0,0,0.083,0.333,0.583,0
YFL034C-B,MOB2,mob2-20,TSA940,37,216,2,46.3,0.134,0.032,0.019,0.097,0.162,0.019,0.537,0,173,1,37.6,0.168,0.139,0.023,0.624,0.046,155,2,41.9,0.058,0.071,0.026,0.239,0.581,0.026,35,1,37.1,0.057,0,0.086,0.2,0.629,0.029
